-5.351339282687346710e+00 -2.951223244491215425e+00 -2.804073530557876559e+00 -2.776065397243099753e+00 -2.422203925952777226e+00 -1.846014747095372055e+00 -1.200800811342535468e+00 -5.530289698741328586e-01 5.497191187206063034e-02 6.524538383054601098e-01 1.219587976854733302e+00 1.700508384976957554e+00 2.147506319751924853e+00 2.568098564144809526e+00 2.958722808289059980e+00 3.363550841380870349e+00 3.810074203017764116e+00 4.282274335638794227e+00 4.962288604215078891e+00 6.216902472981782779e+00
-2.914842218305115917e+00 -5.147261801089841882e-01 -3.675764661756453222e-01 -3.395683328608685159e-01 1.429313842945401092e-02 5.904823172868591818e-01 1.235696253039695769e+00 1.883468094508098378e+00 2.491468976254291867e+00 3.088950902687691347e+00 3.656085041236964539e+00 4.137005449359188347e+00 4.584003384134156533e+00 5.004595628527040319e+00 5.395219872671290773e+00 5.800047905763101141e+00 6.246571267399994909e+00 6.718771400021024576e+00 7.398785668597309240e+00 8.653399537364013128e+00
-2.703180712345946368e+00 -3.030646741498146390e-01 -1.559149602164757731e-01 -1.279068269016989667e-01 2.259546443886235600e-01 8.021438232460287310e-01 1.447357758998865318e+00 2.095129600467267927e+00 2.703130482213461416e+00 3.300612408646860896e+00 3.867746547196134088e+00 4.348666955318358340e+00 4.795664890093325639e+00 5.216257134486210312e+00 5.606881378630460766e+00 6.011709411722271135e+00 6.458232773359164902e+00 6.930432905980194569e+00 7.610447174556479233e+00 8.865061043323184009e+00
-2.713163405974881037e+00 -3.130473677787493081e-01 -1.658976538454104421e-01 -1.378895205306336358e-01 2.159719507596888910e-01 7.921611296170940619e-01 1.437375065369930649e+00 2.085146906838333258e+00 2.693147788584526747e+00 3.290629715017926227e+00 3.857763853567199419e+00 4.338684261689423671e+00 4.785682196464390969e+00 5.206274440857275643e+00 5.596898685001526097e+00 6.001726718093336466e+00 6.448250079730230233e+00 6.920450212351259900e+00 7.600464480927544564e+00 8.855078349694249340e+00
-2.537586599765127460e+00 -1.374705615689957305e-01 9.679152364343135417e-03 3.768728567911994176e-02 3.915487569694424685e-01 9.677379358268476395e-01 1.612951871579684227e+00 2.260723713048086836e+00 2.868724594794280325e+00 3.466206521227679804e+00 4.033340659776952997e+00 4.514261067899177249e+00 4.961259002674144547e+00 5.381851247067029220e+00 5.772475491211279675e+00 6.177303524303090043e+00 6.623826885939983811e+00 7.096027018561013477e+00 7.776041287137298141e+00 9.030655155904002029e+00
-2.135337063415574832e+00 2.647789747805568972e-01 4.119286887138957631e-01 4.399368220286725695e-01 7.937982933189950963e-01 1.369987472176400267e+00 2.015201407929236854e+00 2.662973249397639464e+00 3.270974131143832953e+00 3.868456057577232432e+00 4.435590196126505624e+00 4.916510604248729877e+00 5.363508539023697175e+00 5.784100783416581848e+00 6.174725027560832302e+00 6.579553060652642671e+00 7.026076422289536438e+00 7.498276554910566105e+00 8.178290823486850769e+00 9.432904692253554657e+00
-1.634333086372194987e+00 7.657829518239367417e-01 9.129326657572756076e-01 9.409407990720524140e-01 1.294802270362374941e+00 1.870991449219780112e+00 2.516205384972616699e+00 3.163977226441019308e+00 3.771978108187212797e+00 4.369460034620612277e+00 4.936594173169885025e+00 5.417514581292110165e+00 5.864512516067076575e+00 6.285104760459962137e+00 6.675729004604212591e+00 7.080557037696022959e+00 7.527080399332916727e+00 7.999280531953946394e+00 8.679294800530231058e+00 9.933908669296934946e+00
-1.094552015069350404e+00 1.305564023126781326e+00 1.452713737060120192e+00 1.480721870374896998e+00 1.834583341665219525e+00 2.410772520522624696e+00 3.055986456275461283e+00 3.703758297743863892e+00 4.311759179490056937e+00 4.909241105923456416e+00 5.476375244472730053e+00 5.957295652594954305e+00 6.404293587369921603e+00 6.824885831762806276e+00 7.215510075907056731e+00 7.620338108998867099e+00 8.066861470635760867e+00 8.539061603256790534e+00 9.219075871833075198e+00 1.047368974059977909e+01
-5.835862143027101823e-01 1.816529823893421547e+00 1.963679537826760413e+00 1.991687671141537219e+00 2.345549142431859746e+00 2.921738321289264917e+00 3.566952257042101504e+00 4.214724098510504113e+00 4.822724980256698046e+00 5.420206906690097526e+00 5.987341045239370274e+00 6.468261453361594526e+00 6.915259388136561824e+00 7.335851632529446498e+00 7.726475876673696952e+00 8.131303909765506432e+00 8.577827271402401976e+00 9.050027404023431643e+00 9.730041672599714531e+00 1.098465554136641842e+01
-7.204238871361834384e-02 2.328073649482513385e+00 2.475223363415852251e+00 2.503231496730629058e+00 2.857092968020951584e+00 3.433282146878356755e+00 4.078496082631193786e+00 4.726267924099595952e+00 5.334268805845789885e+00 5.931750732279189364e+00 6.498884870828462113e+00 6.979805278950686365e+00 7.426803213725653663e+00 7.847395458118538336e+00 8.238019702262789679e+00 8.642847735354600047e+00 9.089371096991492038e+00 9.561571229612521705e+00 1.024158549818880815e+01 1.149619936695551203e+01
4.468276536319248926e-01 2.846943691828056622e+00 2.994093405761395488e+00 3.022101539076172294e+00 3.375963010366494821e+00 3.952152189223899992e+00 4.597366124976736579e+00 5.245137966445138744e+00 5.853138848191332677e+00 6.450620774624732157e+00 7.017754913174005793e+00 7.498675321296229157e+00 7.945673256071197343e+00 8.366265500464081128e+00 8.756889744608331583e+00 9.161717777700141951e+00 9.608241139337035719e+00 1.008044127195806539e+01 1.076045554053435005e+01 1.201506940930105394e+01
8.779358405847741409e-01 3.278051878780905870e+00 3.425201592714244736e+00 3.453209726029021542e+00 3.807071197319344069e+00 4.383260376176749240e+00 5.028474311929585383e+00 5.676246153397988436e+00 6.284247035144181481e+00 6.881728961577580961e+00 7.448863100126854597e+00 7.929783508249078849e+00 8.376781443024047036e+00 8.797373687416930821e+00 9.187997931561181275e+00 9.592825964652991644e+00 1.003934932628988541e+01 1.051154945891091508e+01 1.119156372748719974e+01 1.244617759625390363e+01
1.249947933673959177e+00 3.650063971870090906e+00 3.797213685803429772e+00 3.825221819118206579e+00 4.179083290408529550e+00 4.755272469265934276e+00 5.400486405018771308e+00 6.048258246487173473e+00 6.656259128233367406e+00 7.253741054666766885e+00 7.820875193216039634e+00 8.301795601338262998e+00 8.748793536113231184e+00 9.169385780506114969e+00 9.560010024650367200e+00 9.964838057742177568e+00 1.041136141937906956e+01 1.088356155200009923e+01 1.156357582057638567e+01 1.281818968934308955e+01
1.607397611014042660e+00 4.007513649210174833e+00 4.154663363143512811e+00 4.182671496458290505e+00 4.536532967748613032e+00 5.112722146606017759e+00 5.757936082358854790e+00 6.405707923827256955e+00 7.013708805573450888e+00 7.611190732006850368e+00 8.178324870556123116e+00 8.659245278678348257e+00 9.106243213453314667e+00 9.526835457846200228e+00 9.917459701990448906e+00 1.032228773508225927e+01 1.076881109671915482e+01 1.124101122934018449e+01 1.192102549791646737e+01 1.317563936668317126e+01
